signal_feature_alpha,signal_feature_beta,signal_feature_gamma,categorical_tier_rank,signal_feature_delta,system_efficiency_ratio,target_outcome_class
33.983,27.84,3.065,2,79.907,0.956,0
64.255,25.861,0.621,4,94.584,0.63,0
75.659,6.799,2.781,2,86.03,0.952,0
48.433,22.698,1.707,2,105.319,0.693,0
47.468,16.355,1.592,2,160.602,0.658,1
51.051,18.663,0.809,1,66.221,0.829,0
67.428,12.175,1.888,4,68.327,0.919,0
36.09,31.985,3.593,2,102.961,0.798,0
53.576,26.32,2.372,1,69.112,0.522,1
64.628,12.082,3.09,1,80.542,0.767,1
57.516,7.323,4.231,3,120.175,0.99,1
52.844,14.915,2.69,3,108.422,0.401,1
65.016,21.476,1.785,4,123.155,0.772,0
10.0,19.922,2.914,3,127.732,0.68,1
60.168,28.025,1.801,4,150.278,0.589,1
40.189,24.319,1.845,1,121.371,0.865,0
22.541,25.757,0.728,1,146.149,0.477,1
57.668,20.615,3.419,4,113.212,0.671,1
70.605,6.886,1.975,3,121.713,0.86,0
47.938,16.434,2.6,3,121.326,0.844,1
64.293,26.481,1.26,4,118.537,0.804,0
74.184,17.588,2.88,5,116.17,0.744,0
69.724,22.025,1.562,3,164.63,0.703,1
74.599,15.45,2.244,2,130.943,0.654,1
61.132,9.762,3.366,3,96.578,0.584,1
51.132,17.013,3.27,5,180.303,0.834,0
25.971,20.472,2.376,1,98.688,0.75,0
46.309,12.754,0.455,1,109.843,0.838,1
37.351,16.114,5.0,1,85.081,0.611,1
82.564,10.484,4.32,3,131.513,0.608,1
47.362,26.954,3.195,1,160.707,0.79,1
51.848,15.644,1.571,5,65.265,0.401,0
58.272,29.622,2.275,5,101.679,0.366,1
50.654,30.23,1.802,3,143.498,0.862,0
75.426,17.352,3.79,2,78.22,0.621,1
40.66,9.932,2.689,3,127.231,0.747,1
52.919,1.313,1.537,1,70.957,0.773,1
38.863,6.224,1.882,3,122.238,0.865,0
30.2,7.009,3.633,5,112.335,0.658,1
40.823,29.028,4.16,3,209.527,0.666,1
49.444,18.927,4.081,3,132.334,0.634,1
43.56,21.117,3.233,2,44.827,0.807,0
39.614,0.237,2.122,5,107.758,0.813,0
28.905,8.416,0.1,4,134.729,0.899,0
48.753,25.097,2.727,4,97.605,0.545,1
27.429,20.294,2.398,5,96.303,0.99,0
61.401,16.822,2.554,4,97.768,0.676,1
51.237,22.519,2.459,1,126.415,0.713,1
28.137,31.086,0.941,4,72.342,0.743,0
45.362,16.232,3.013,1,93.154,0.592,1
38.718,18.555,3.095,5,140.989,0.662,1
54.788,19.541,3.151,4,95.388,0.924,0
70.107,37.137,3.441,4,93.593,0.927,0
21.872,1.205,3.064,1,68.709,0.749,0
51.725,23.466,1.949,1,129.377,0.866,0
47.598,17.082,2.322,3,122.763,0.778,0
60.07,22.534,2.5,2,139.171,0.712,1
53.198,12.741,2.518,4,106.612,0.614,0
38.72,17.608,3.498,2,119.473,0.599,1
45.214,23.691,3.108,2,119.221,0.614,1
38.06,42.903,4.685,4,67.25,0.946,0
66.14,24.464,4.827,1,180.603,0.842,1
50.32,11.215,2.488,3,139.342,0.922,0
78.518,14.61,0.1,5,112.37,0.776,0
49.09,14.373,3.761,4,103.274,0.597,1
39.374,3.635,1.806,4,149.719,0.804,0
27.294,15.359,1.518,5,112.878,0.898,0
22.953,23.863,1.962,2,137.409,0.81,0
26.238,7.806,1.909,3,92.659,0.536,1
54.007,26.388,3.073,2,83.737,0.514,1
57.631,21.902,0.685,5,105.148,0.809,0
26.282,12.126,1.215,5,110.317,0.676,0
63.426,16.868,2.777,3,122.706,0.764,1
42.754,30.787,3.085,5,154.007,0.619,1
52.202,23.868,3.106,5,143.361,0.738,1
74.183,18.07,1.534,3,149.54,0.566,1
63.453,16.099,1.324,4,88.022,0.755,0
45.972,18.613,1.843,2,101.152,0.822,0
36.632,13.906,2.664,4,139.04,0.83,1
17.723,1.162,4.034,4,146.448,0.537,1
39.213,34.337,0.148,2,132.256,0.786,0
46.833,19.243,2.157,4,93.119,0.638,0
35.192,21.185,0.934,3,78.751,0.934,0
48.031,17.537,0.583,2,116.989,0.854,0
51.153,12.119,3.464,1,83.248,0.724,1
46.627,16.513,2.999,4,123.819,0.99,0
40.25,5.205,2.894,5,147.521,0.618,1
52.53,36.217,3.413,2,115.673,0.712,0
56.629,8.124,1.872,1,70.825,0.796,0
33.644,9.744,1.924,5,94.721,0.99,0
71.164,14.478,4.804,1,135.94,0.925,1
48.521,28.305,2.129,4,124.218,0.832,0
50.283,18.116,3.209,5,126.617,0.597,1
60.623,8.111,2.407,4,163.069,0.597,1
53.498,28.035,0.367,5,120.472,0.817,0
64.297,23.848,0.151,2,119.526,0.545,1
54.307,22.307,1.763,3,135.7,0.765,0
40.813,23.726,3.562,3,74.805,0.833,0
55.423,37.155,3.267,1,96.647,0.513,1
32.844,35.481,3.405,5,87.845,0.811,0
51.628,12.506,1.314,4,129.647,0.845,0
49.502,30.991,4.177,2,82.427,0.669,1
46.878,21.065,1.339,2,126.903,0.698,0
48.072,21.993,2.634,2,103.497,0.47,1
21.772,4.462,2.389,3,99.315,0.705,0
41.769,16.637,2.209,4,137.355,0.506,1
51.393,11.497,3.872,2,70.035,0.623,1
52.398,24.624,1.624,2,95.339,0.664,0
34.585,26.569,0.915,1,197.886,0.558,1
68.986,1.404,2.422,5,165.513,0.545,1
37.007,17.824,1.96,5,55.568,0.552,0
64.542,26.975,5.0,5,94.773,0.891,0
56.408,16.507,3.144,1,111.884,0.71,1
40.307,23.833,1.95,3,67.664,0.897,0
76.63,20.809,1.238,1,170.541,0.663,1
32.095,20.733,0.332,2,110.887,0.666,0
63.787,15.829,1.272,4,104.422,0.661,0
65.009,8.267,2.526,2,121.432,0.303,1
39.941,9.028,3.97,2,120.954,0.791,1
70.887,23.675,3.634,4,84.369,0.705,1
46.249,18.156,2.652,5,149.459,0.727,1
54.33,16.892,2.045,1,114.861,0.427,1
53.905,14.609,2.696,3,149.262,0.716,1
47.985,15.558,1.829,2,92.731,0.659,0
62.162,26.375,4.29,2,56.122,0.738,0
61.902,15.318,2.192,3,153.119,0.709,1
23.772,7.271,2.305,1,132.212,0.652,1
69.565,23.949,0.1,2,145.046,0.799,0
25.063,16.361,2.185,3,146.892,0.863,0
65.488,18.251,3.32,2,110.579,0.663,1
66.901,30.861,1.226,5,98.992,0.517,0
33.636,17.836,1.574,5,107.25,0.526,0
43.838,20.313,3.272,2,126.543,0.779,0
33.414,8.569,0.776,2,118.311,0.901,0
46.776,16.243,3.564,5,55.125,0.466,0
45.379,22.876,1.815,2,106.445,0.577,1
61.695,5.557,1.973,1,152.417,0.673,1
69.655,19.607,1.164,1,109.961,0.434,1
70.935,18.806,2.816,4,176.736,0.706,1
41.567,18.33,5.0,1,81.169,0.771,1
46.862,26.297,3.26,2,120.456,0.787,0
24.748,20.676,1.449,2,80.44,0.664,0
37.912,29.825,3.649,3,84.333,0.67,0
64.473,10.051,2.052,1,84.612,0.577,1
74.234,19.087,3.912,5,176.29,0.472,1
31.485,18.676,3.287,5,102.436,0.694,0
41.113,9.446,0.1,4,88.921,0.777,0
49.604,25.65,1.296,3,109.919,0.722,0
54.202,36.597,3.439,5,103.328,0.875,0
37.856,17.864,2.567,4,134.344,0.768,0
56.361,22.04,1.274,1,48.822,0.812,0
42.892,18.676,1.703,3,81.362,0.743,0
49.783,12.291,0.303,3,135.395,0.98,0
58.194,3.434,2.303,2,95.341,0.651,1
50.096,12.354,4.832,1,87.351,0.815,1
43.454,6.864,3.285,3,86.009,0.755,1
48.356,31.633,4.809,4,131.709,0.823,0
48.675,17.079,3.371,5,130.399,0.767,1
44.45,15.233,3.53,1,138.729,0.714,1
46.118,25.113,4.571,1,75.119,0.773,1
73.98,9.026,2.815,3,73.345,0.79,0
58.414,11.865,2.194,3,144.12,0.809,0
45.568,18.545,3.536,3,116.154,0.925,0
60.454,26.23,3.999,4,91.822,0.747,0
44.993,22.013,1.872,2,105.285,0.566,1
67.597,19.987,1.606,3,72.97,0.743,0
55.545,18.625,2.553,2,94.112,0.658,1
48.39,21.202,3.315,2,114.776,0.654,1
56.716,19.613,3.278,1,120.634,0.675,1
26.437,9.76,0.833,5,107.377,0.594,0
33.098,18.369,4.503,5,104.309,0.384,1
32.091,9.41,1.695,4,131.998,0.927,0
52.144,18.649,2.108,4,106.959,0.652,0
75.988,14.155,1.407,5,96.587,0.48,0
83.47,38.315,5.0,5,87.131,0.745,1
59.571,17.681,2.666,1,56.972,0.806,0
57.513,6.766,1.464,1,129.498,0.695,1
22.984,16.927,3.35,5,153.908,0.54,1
41.86,22.155,3.246,3,85.205,0.522,1
38.183,31.387,2.194,3,71.898,0.99,0
40.687,13.284,3.325,1,91.318,0.523,1
47.478,5.341,1.492,2,118.716,0.492,1
42.919,24.535,1.858,5,94.841,0.677,0
20.311,6.955,0.189,4,94.319,0.835,0
61.219,14.511,0.944,3,107.512,0.952,0
33.909,15.939,4.388,2,113.024,0.69,1
53.589,17.443,4.206,3,121.048,0.688,1
81.111,23.513,2.472,2,101.145,0.54,1
36.209,12.531,4.229,5,100.611,0.872,0
12.046,15.81,2.224,5,52.34,0.71,0
45.71,17.886,2.132,5,138.071,0.715,1
66.514,19.197,2.462,1,117.571,0.781,1
79.375,18.783,2.263,2,155.332,0.762,1
31.557,21.488,2.163,4,125.333,0.7,1
57.45,24.751,3.658,4,107.792,0.905,0
43.02,21.141,2.565,5,65.42,0.495,0
48.411,21.629,3.184,4,60.987,0.75,0
89.665,5.342,3.535,3,141.45,0.777,1
27.455,18.402,2.827,2,126.846,0.662,1
53.806,21.836,1.333,2,153.962,0.806,1
57.015,23.832,0.912,2,137.937,0.813,0
66.287,12.461,2.564,3,98.866,0.875,0
51.47,12.728,2.212,1,40.997,0.704,0
54.621,13.407,2.496,3,128.136,0.69,1
44.125,22.291,2.382,2,79.517,0.795,0
54.037,26.271,5.0,2,104.471,0.692,1
44.852,14.74,0.937,2,122.363,0.507,1
59.324,25.264,0.211,4,91.081,0.841,0
44.456,18.988,2.766,1,85.245,0.463,1
55.657,17.006,1.986,3,100.785,0.776,0
49.561,16.309,2.748,2,48.615,0.99,0
66.891,23.973,3.042,5,78.989,0.795,0
49.229,20.605,3.813,1,78.556,0.623,1
23.405,36.207,0.742,5,102.925,0.657,0
68.929,11.182,1.788,1,81.585,0.772,0
36.414,22.145,2.872,2,94.525,0.717,1
40.194,13.766,3.248,1,96.651,0.826,0
41.065,11.046,4.813,1,173.831,0.923,1
70.617,17.913,3.451,2,133.087,0.904,0
17.965,19.099,2.338,5,106.389,0.558,0
97.066,41.345,1.421,5,123.472,0.722,0
65.841,16.527,1.779,4,137.621,0.789,0
53.349,8.959,1.748,5,118.633,0.932,0
49.177,20.184,3.121,5,78.983,0.77,0
54.283,1.403,2.683,1,105.89,0.624,1
57.817,17.264,0.944,4,80.723,0.781,0
59.678,18.128,1.921,2,100.128,0.975,0
58.334,24.357,3.365,2,105.234,0.685,1
51.344,25.789,2.787,3,141.577,0.622,1
47.04,13.971,3.026,4,86.176,0.715,0
47.731,16.795,2.821,1,83.773,0.629,1
47.076,11.871,4.189,3,88.492,0.836,0
67.007,8.975,2.66,3,91.73,0.63,1
58.903,20.479,1.975,2,100.455,0.901,0
10.0,7.811,1.393,5,119.88,0.789,0
59.839,14.683,2.675,1,86.447,0.818,1
52.921,10.039,0.1,4,113.447,0.817,0
49.719,22.397,2.197,3,113.818,0.839,0
44.172,32.411,2.174,1,126.61,0.677,1
66.862,7.587,0.899,2,103.677,0.583,1
64.213,3.176,1.379,3,134.963,0.653,1
38.407,17.001,3.291,3,121.071,0.85,0
56.106,18.126,2.654,2,119.725,0.473,1
35.425,19.749,2.512,2,93.479,0.44,1
29.306,14.429,2.737,2,118.237,0.751,1
40.599,16.395,2.502,1,120.569,0.838,1
62.936,20.94,3.767,1,92.072,0.857,0
64.297,26.323,2.536,1,145.828,0.587,1
57.696,2.36,0.796,5,188.705,0.555,1
60.876,15.048,4.193,3,90.286,0.624,1
57.743,19.71,2.807,1,95.894,0.665,1
40.378,10.656,1.752,5,96.649,0.673,0
56.479,31.849,1.021,3,70.713,0.737,0
62.006,12.917,2.836,1,83.711,0.917,0
61.314,17.67,2.271,2,135.717,0.711,1
67.834,22.448,4.132,4,107.54,0.851,1
60.625,13.27,2.02,1,167.57,0.812,1
55.272,3.227,1.479,4,101.345,0.621,0
66.052,14.571,3.385,1,122.491,0.81,1
49.602,26.236,3.418,2,82.871,0.8,0
36.772,15.305,2.586,4,106.695,0.72,0
47.554,11.229,3.144,5,112.635,0.744,0
38.826,25.405,2.359,2,46.877,0.712,0
39.872,15.354,2.657,4,85.251,0.567,0
47.832,13.919,3.681,4,129.078,0.99,1
38.114,19.196,3.088,2,127.48,0.868,1
45.381,24.166,2.214,2,72.549,0.794,0
21.596,37.054,3.888,2,99.171,0.663,0
53.199,24.618,0.1,3,38.912,0.707,0
50.018,27.279,4.657,5,109.897,0.556,1
37.744,13.952,0.523,1,147.809,0.786,1
59.889,9.793,1.71,4,149.109,0.767,1
64.064,18.499,2.355,1,148.042,0.691,1
25.887,18.857,2.239,2,125.809,0.724,1
38.559,9.372,3.507,5,144.746,0.678,1
38.463,16.598,1.236,5,104.322,0.651,0
35.901,21.195,2.687,3,94.344,0.611,1
62.442,20.883,1.764,2,144.218,0.577,1
47.093,22.034,2.725,4,118.654,0.622,1
46.032,20.328,2.329,3,56.143,0.632,0
19.942,13.944,2.502,2,146.497,0.872,1
59.531,13.889,1.795,3,103.404,0.633,1
31.411,8.408,1.839,1,89.986,0.435,1
50.899,32.278,2.716,2,139.367,0.761,1
54.161,18.108,3.438,4,135.322,0.807,1
70.41,16.201,1.742,4,81.294,0.856,0
30.368,10.57,1.444,2,105.287,0.743,0
10.0,41.485,3.075,3,82.747,0.56,0
52.758,9.413,2.364,5,83.542,0.608,0
77.008,14.569,3.314,2,20.217,0.804,0
68.584,21.327,1.404,4,79.58,0.924,0
53.145,22.802,0.443,1,104.866,0.56,1
42.625,25.663,1.814,4,25.001,0.75,0
62.107,32.461,1.557,5,68.844,0.642,0
35.397,22.049,2.313,4,128.212,0.605,1
57.145,9.552,1.699,5,67.631,0.725,0
57.582,15.944,3.215,2,105.283,0.701,1
65.903,20.463,2.083,4,60.399,0.437,0
91.395,34.546,2.566,3,122.283,0.748,0
55.886,6.818,2.573,3,100.227,0.766,1
42.366,27.621,2.614,4,82.47,0.825,0
49.616,19.439,2.373,4,30.665,0.64,0
23.464,24.703,2.962,1,83.184,0.498,1
39.579,17.184,1.525,4,129.942,0.661,0
43.861,11.261,3.939,1,156.502,0.819,1
42.139,24.007,2.14,1,103.422,0.709,1
52.285,23.235,0.957,1,106.998,0.839,0
37.664,25.776,2.607,1,89.676,0.538,1
66.815,17.894,1.464,2,146.879,0.834,1
50.003,13.201,3.132,3,102.78,0.755,0
49.86,5.53,4.831,1,136.812,0.67,1
45.082,24.555,1.535,3,117.446,0.87,0
52.328,21.391,2.766,1,113.687,0.754,1
62.376,10.274,0.469,3,79.392,0.582,0
36.993,13.691,2.899,4,163.478,0.857,1
40.128,14.266,1.426,4,153.978,0.686,1
45.444,6.136,1.713,3,178.226,0.725,1
29.812,11.459,1.189,1,77.018,0.599,1
37.711,8.929,3.205,2,117.921,0.713,1
42.857,14.7,3.508,3,86.201,0.588,1
63.116,12.09,2.426,5,123.31,0.696,1
53.938,4.984,1.449,2,118.767,0.724,1
52.904,34.181,4.148,5,97.58,0.805,0
62.763,28.02,1.575,3,103.141,0.523,0
47.939,11.768,0.1,1,172.723,0.86,1
55.857,20.179,2.904,5,105.941,0.865,0
48.452,21.34,1.185,3,43.923,0.694,0
53.98,27.529,3.487,2,93.915,0.738,0
41.259,11.451,1.981,1,77.142,0.763,1
13.418,26.737,3.064,5,82.407,0.732,0
47.986,13.617,3.942,3,131.28,0.804,1
71.341,7.313,1.07,1,136.727,0.666,1
63.893,23.793,1.777,1,84.709,0.614,0
64.481,28.326,2.317,4,93.479,0.78,0
68.542,38.703,4.091,1,89.055,0.506,1
51.33,8.402,1.676,3,155.543,0.807,1
52.96,23.591,1.746,2,137.624,0.821,1
40.735,14.722,2.926,4,130.308,0.61,1
45.259,24.267,1.765,3,79.038,0.919,0
59.237,6.236,2.568,3,58.722,0.671,1
68.058,7.898,0.693,3,146.914,0.659,1
47.908,11.793,4.836,5,167.568,0.629,1
43.247,18.632,0.918,5,57.303,0.783,0
50.008,12.871,2.046,2,177.245,0.665,1
59.018,23.272,2.364,3,106.82,0.519,1
28.342,26.215,4.504,5,115.045,0.768,0
15.557,22.797,0.943,5,70.463,0.679,0
41.742,30.95,4.582,5,56.757,0.872,0
31.689,21.327,3.233,2,42.086,0.763,0
42.378,8.265,2.859,2,140.925,0.757,1
47.783,28.907,1.317,3,107.518,0.862,0
43.201,13.159,3.028,4,123.823,0.742,1
71.787,25.283,1.604,3,143.994,0.83,0
54.901,30.59,3.793,5,107.126,0.629,1
54.507,21.654,1.332,5,160.684,0.95,0
59.333,6.031,2.276,1,85.238,0.759,1
32.918,10.654,1.789,3,97.472,0.552,1
65.587,28.582,1.314,5,82.915,0.739,0
48.864,16.647,3.215,5,135.065,0.746,1
60.057,18.637,2.989,4,143.407,0.737,1
33.922,24.071,3.73,1,96.412,0.398,1
26.694,23.571,0.442,3,68.206,0.643,0
62.268,20.23,3.571,2,146.918,0.526,1
55.646,16.331,5.0,3,83.578,0.528,1
36.469,15.499,1.903,3,97.916,0.743,1
36.955,24.863,4.485,4,77.802,0.641,1
66.882,22.429,2.111,3,118.624,0.669,1
32.159,15.942,0.89,4,86.901,0.595,0
74.64,26.657,2.064,4,131.042,0.913,0
36.491,16.968,3.553,5,93.207,0.726,1
59.576,11.187,1.478,2,126.135,0.507,1
45.071,11.928,1.74,4,82.259,0.81,0
59.048,10.17,3.053,1,146.788,0.672,1
41.838,15.821,2.403,1,95.003,0.887,0
47.558,27.87,3.043,2,112.702,0.719,0
50.614,11.559,2.662,4,74.363,0.623,0
34.967,19.508,2.928,2,109.518,0.644,1
61.112,12.746,1.924,5,75.476,0.664,0
42.302,15.918,2.655,1,108.683,0.789,0
46.571,5.92,1.38,3,81.154,0.61,0
35.085,16.236,3.817,1,105.339,0.894,0
11.565,16.45,1.702,4,123.978,0.772,0
47.135,22.322,3.642,2,68.83,0.751,0
86.189,19.786,2.143,1,108.694,0.73,0
61.769,8.413,2.622,3,122.249,0.717,1
49.711,26.674,1.856,3,122.122,0.542,0
46.057,19.682,1.282,2,167.551,0.761,1
50.337,19.587,0.481,2,87.665,0.99,0
58.207,17.927,1.239,1,109.916,0.817,0
32.288,13.858,2.044,4,162.432,0.781,0
66.715,19.742,2.633,5,68.802,0.505,0
60.731,21.805,3.511,3,41.074,0.872,0
60.773,4.025,1.91,2,126.067,0.832,1
56.577,13.69,1.43,5,141.297,0.883,1
50.294,15.96,0.813,5,46.699,0.593,0
60.093,20.049,2.928,5,100.406,0.664,0
58.877,27.546,3.922,4,79.462,0.512,1
44.689,11.826,3.793,2,119.29,0.5,1
41.396,14.016,3.181,3,108.985,0.639,1
51.528,13.9,3.102,2,149.268,0.785,1
73.235,11.588,4.267,1,69.654,0.662,1
31.413,15.223,2.765,3,121.581,0.626,0
27.987,24.166,3.111,2,128.648,0.768,1
52.471,9.569,2.047,3,111.51,0.266,1
50.763,21.423,0.902,1,49.793,0.644,0
52.6,4.385,1.648,3,122.466,0.767,1
53.659,13.509,2.39,5,88.08,0.664,0
46.652,15.364,2.467,4,57.702,0.902,0
72.348,31.399,4.519,1,121.076,0.627,1
25.986,15.802,2.489,3,133.016,0.637,1
37.573,0.39,3.697,1,91.538,0.582,1
48.451,2.009,1.921,5,135.015,0.614,1
25.352,18.272,2.057,4,135.316,0.759,0
47.362,22.91,0.938,1,109.476,0.833,0
74.922,21.004,1.583,5,127.89,0.99,0
50.313,19.341,2.98,5,139.291,0.801,1
53.461,27.298,2.408,5,125.751,0.555,1
31.098,13.683,3.437,3,41.39,0.894,0
40.755,25.159,2.599,2,34.39,0.788,0
44.372,4.944,2.012,1,141.982,0.724,1
45.234,10.76,4.763,2,89.347,0.869,1
69.225,3.544,2.297,5,95.121,0.99,0
58.365,15.801,3.679,2,166.7,0.694,1
33.328,17.63,1.959,5,87.99,0.603,0
53.698,18.913,3.181,5,105.846,0.906,0
57.473,18.495,3.421,4,110.374,0.99,0
67.102,10.58,2.629,4,103.611,0.74,0
73.708,16.478,0.1,2,150.322,0.724,1
34.774,6.02,2.42,1,98.762,0.744,1
37.837,28.906,3.754,2,131.581,0.783,1
31.136,15.571,2.98,1,112.108,0.523,1
46.49,14.089,2.89,2,139.008,0.763,1
56.995,30.712,0.506,3,68.842,0.758,0
64.81,8.062,1.607,3,42.393,0.75,0
48.861,8.995,2.852,1,110.892,0.743,1
45.202,9.23,2.851,4,84.576,0.733,1
52.276,17.457,3.736,1,153.946,0.426,1
37.473,21.453,2.241,2,107.508,0.619,1
81.343,23.917,2.846,5,116.593,0.84,0
25.885,38.576,2.418,3,100.779,0.873,0
52.771,0.005,1.314,5,90.46,0.661,0
80.354,22.87,0.1,3,111.725,0.586,0
50.102,13.543,2.874,2,140.442,0.82,1
47.149,13.309,2.591,3,100.622,0.758,0
44.638,13.042,1.72,1,98.515,0.703,1
47.294,10.73,0.619,5,134.145,0.841,0
70.593,31.476,3.093,5,59.46,0.555,0
16.822,24.738,2.107,2,145.654,0.883,1
73.002,18.186,3.013,5,85.809,0.51,1
28.641,28.808,4.45,2,138.337,0.604,1
46.0,5.9,0.1,4,118.815,0.574,1
43.561,7.354,1.63,1,47.482,0.638,0
58.828,0.576,2.17,3,110.356,0.763,1
26.028,12.405,4.0,3,149.428,0.815,1
56.933,19.294,0.6,3,100.893,0.709,0
80.365,18.823,4.529,4,103.647,0.541,1
29.552,19.195,2.549,1,86.978,0.44,1
52.846,6.712,2.294,5,145.865,0.838,0
40.07,24.425,2.182,5,96.112,0.821,0
56.388,19.917,1.92,1,163.746,0.87,1
50.287,23.864,3.553,1,144.66,0.701,1
40.378,2.858,1.225,3,149.958,0.814,1
57.318,20.492,2.78,5,112.405,0.63,0
77.065,8.498,1.977,1,95.41,0.787,1
47.136,14.821,1.562,5,124.353,0.653,1
60.796,22.275,5.0,1,156.56,0.606,1
30.601,18.729,2.861,2,163.197,0.752,1
35.653,11.188,3.075,3,54.284,0.745,0
57.086,18.05,3.652,1,191.144,0.848,1
72.262,5.748,0.837,4,117.564,0.54,1
55.334,27.202,4.328,1,133.374,0.85,1
45.304,16.358,0.1,2,83.142,0.738,0
49.989,26.948,1.554,4,81.075,0.87,0
31.244,13.788,1.895,4,66.835,0.868,0
59.068,13.811,3.04,1,161.11,0.379,1
63.235,11.887,2.641,2,89.358,0.867,1
43.219,25.009,2.217,4,107.243,0.873,0
42.949,12.325,2.387,3,100.959,0.544,1
53.988,23.157,1.324,3,79.375,0.501,1
43.449,14.94,0.753,5,104.031,0.828,0
49.008,2.192,3.199,5,112.637,0.736,0
81.496,13.437,3.163,2,147.463,0.63,1
46.295,8.567,4.143,4,78.227,0.921,0
44.625,18.271,1.531,3,92.495,0.762,0
40.287,8.477,3.162,3,126.503,0.428,1
61.163,25.408,2.088,2,111.362,0.578,1
47.282,17.271,3.71,4,111.914,0.866,1
40.259,16.579,3.524,2,80.868,0.725,0
69.82,23.247,2.632,1,133.354,0.619,1
71.294,25.711,2.027,3,152.409,0.783,1
40.994,17.839,3.457,2,149.635,0.635,1
22.002,11.83,3.112,2,104.192,0.545,1
65.113,3.808,1.647,1,32.511,0.862,0
39.731,12.512,0.939,5,117.012,0.883,0
61.859,13.062,2.083,3,113.009,0.787,1
20.448,18.856,4.067,2,79.456,0.505,1
63.389,15.239,3.661,3,85.35,0.979,0
31.832,23.503,1.176,5,80.133,0.974,0
60.961,13.096,1.115,2,118.236,0.898,0
50.214,17.544,3.802,1,85.328,0.763,0
35.691,27.472,1.151,3,114.953,0.733,0
43.894,20.735,2.96,1,181.296,0.781,1
60.295,17.52,1.722,5,104.425,0.56,0
51.588,13.184,4.179,5,75.199,0.644,0
58.766,12.934,1.553,3,66.4,0.638,0
79.647,11.195,3.658,5,119.902,0.805,1
26.536,13.672,2.603,4,170.087,0.755,1
74.258,24.045,2.677,3,82.952,0.586,1
51.565,16.225,0.233,4,45.351,0.497,0
36.518,7.202,0.1,5,161.224,0.77,0
30.045,32.145,2.157,3,185.488,0.571,1
47.163,20.56,2.672,4,132.702,0.544,1
63.825,6.744,1.162,5,122.917,0.99,0
48.087,14.465,1.202,2,112.002,0.99,0
72.667,18.887,3.018,2,130.431,0.657,1
28.232,31.637,3.019,1,129.044,0.465,1
49.819,9.135,2.248,2,118.49,0.89,1
31.214,25.808,3.258,4,81.431,0.767,0
55.454,29.196,1.108,2,118.331,0.828,0
63.303,12.971,2.008,3,107.048,0.631,1
43.689,15.78,4.213,3,85.939,0.575,1
10.937,9.71,2.475,3,118.261,0.686,1
52.984,16.372,2.539,2,95.414,0.744,0
56.551,17.707,4.937,2,112.032,0.618,1
56.064,23.277,0.861,1,123.695,0.902,0
68.537,26.721,3.276,5,127.945,0.477,1
33.934,12.015,4.23,1,96.153,0.777,1
60.203,2.261,2.043,4,123.512,0.738,1
67.888,17.83,3.346,3,130.495,0.891,1
23.321,20.348,1.32,2,139.217,0.586,1
54.795,19.995,1.645,5,119.146,0.819,0
42.437,15.387,2.823,5,128.16,0.787,0
48.777,18.998,3.278,2,97.358,0.754,0
55.215,30.124,3.633,1,187.308,0.596,1
42.692,21.054,4.127,5,108.077,0.612,1
39.864,15.013,2.326,1,143.636,0.679,1
50.512,13.998,3.713,2,95.397,0.65,1
33.691,16.641,2.023,1,121.243,0.896,0
33.713,31.094,3.392,3,120.123,0.739,1
60.191,16.534,2.628,2,125.834,0.831,1
32.768,17.842,2.89,2,84.56,0.517,1
59.995,14.141,2.866,5,121.683,0.462,1
56.939,26.792,0.635,5,95.514,0.695,0
24.113,33.679,1.163,5,134.584,0.541,0
39.837,21.605,2.513,3,83.653,0.726,0
67.912,18.662,0.544,3,119.177,0.602,0
35.283,18.294,3.314,4,109.151,0.763,0
43.034,0.0,3.359,2,165.647,0.61,1
56.931,23.961,2.76,5,143.534,0.799,0
61.751,19.073,1.167,2,151.175,0.597,1
46.227,21.427,3.918,1,86.853,0.459,1
41.037,12.308,4.641,3,98.499,0.839,0
71.336,14.924,2.562,4,109.878,0.612,0
76.083,14.712,2.962,1,144.337,0.912,1
64.683,26.173,2.622,2,121.282,0.63,1
51.28,14.97,2.983,3,87.525,0.605,1
37.876,34.661,2.268,5,88.793,0.68,0
37.543,21.447,2.362,1,145.774,0.642,1
57.838,7.795,3.396,3,122.25,0.738,1
56.276,16.972,4.98,2,111.574,0.776,1
71.024,12.787,0.86,2,109.088,0.798,0
59.757,0.445,2.286,1,136.862,0.708,1
27.454,30.796,1.101,1,78.369,0.51,0
65.779,23.625,4.151,1,111.556,0.961,0
35.029,22.266,1.753,4,113.349,0.668,0
44.24,19.323,0.812,5,72.623,0.661,0
53.753,6.944,3.102,3,103.778,0.708,0
79.935,14.131,4.319,2,178.596,0.683,1
96.649,24.734,3.13,2,84.95,0.475,1
59.101,9.59,2.625,5,113.781,0.8,0
47.252,0.0,2.85,1,47.686,0.605,1
58.018,16.183,3.956,1,105.833,0.675,1
63.315,16.866,1.438,2,77.769,0.966,0
45.19,19.085,2.277,5,99.445,0.852,0
76.928,23.828,1.902,2,122.785,0.946,0
53.451,23.101,1.115,1,76.227,0.625,0
57.466,20.07,2.039,3,117.231,0.822,1
59.989,27.564,3.618,1,86.607,0.776,0
56.324,5.848,3.023,3,69.936,0.712,0
62.584,22.037,3.109,4,139.481,0.615,1
